Precision,Recall,Threshold
0.0017313875834776156,1.0,1.1714709665030783e-06
0.0017314181728238017,1.0,1.1715361306977732e-06
0.0017314487632508833,1.0,1.1718403839987618e-06
0.001731479354758918,1.0,1.1731437758132074e-06
0.0017315099473479629,1.0,1.1733390873364045e-06
0.0017315405410180751,1.0,1.1735332892396314e-06
0.0017315711357693124,1.0,1.1742901656673262e-06
0.0017316017316017316,1.0,1.1748158499229067e-06
0.0017316323285153903,1.0,1.1785808717448335e-06
0.0017316629265103458,1.0,1.178843122266783e-06
0.0017316935255866554,1.0,1.1790972982802654e-06
0.0017317241257443763,1.0,1.1801210371501797e-06
0.001731754726983566,1.0,1.1823326526374983e-06
0.0017317853293042818,1.0,1.1845146513817194e-06
0.0017318159327065809,1.0,1.1869410896339808e-06
0.0017318465371905208,1.0,1.189014288947343e-06
0.0017318771427561588,1.0,1.1904766862468034e-06
0.0017319077494035522,1.0,1.1917127711657404e-06
0.0017319383571327584,1.0,1.1921259292078931e-06
0.0017319689659438346,1.0,1.1922764529811108e-06
0.0017319995758368386,1.0,1.1923411997457452e-06
0.0017320301868118274,1.0,1.1944476915063974e-06
0.0017320607988688583,1.0,1.195519211455384e-06
0.0017320914120079888,1.0,1.1958227102569913e-06
0.0017321220262292763,1.0,1.1961977501146988e-06
0.0017321526415327783,1.0,1.1974586316077575e-06
0.001732213875386655,1.0,1.1977151732722047e-06
0.0017322444939371442,1.0,1.1986891684510524e-06
0.0017322751135700775,1.0,1.1987379111418084e-06
0.0017323057342855123,1.0,1.1988883944551103e-06
0.0017323363560835057,1.0,1.2007274452610138e-06
0.0017323669789641152,1.0,1.2007787875375945e-06
0.0017323976029273984,1.0,1.2008229570269405e-06
0.0017324282279734125,1.0,1.2016681116730074e-06
0.001732458854102215,1.0,1.20170684569483e-06
0.0017324894813138634,1.0,1.2023544742410304e-06
0.001732520109608415,1.0,1.2025752847296732e-06
0.0017325507389859274,1.0,1.2029764700832205e-06
0.001732581369446458,1.0,1.2034570256960208e-06
0.001732612000990064,1.0,1.2045757877188805e-06
0.001732642633616803,1.0,1.2059271068429693e-06
0.0017326732673267327,1.0,1.2061653217935368e-06
0.0017327039021199102,1.0,1.2068695855805652e-06
0.001732734537996393,1.0,1.2070508975701854e-06
0.0017327651749562388,1.0,1.2082862676593999e-06
0.0017327958129995048,1.0,1.2097548752441337e-06
0.0017328264521262488,1.0,1.2099512497220282e-06
0.001732857092336528,1.0,1.2122246660064604e-06
0.0017328877336303997,1.0,1.2129356177657267e-06
0.0017329183760079218,1.0,1.2144547843597938e-06
0.0017329490194691517,1.0,1.216979680945225e-06
0.0017329796640141468,1.0,1.2184729833699111e-06
0.0017330103096429646,1.0,1.2192996560541065e-06
0.0017330409563556623,1.0,1.2198916069935061e-06
0.0017330716041522982,1.0,1.2201397881371544e-06
0.0017331022530329288,1.0,1.2201886972963147e-06
0.0017331329029976125,1.0,1.2202062487181152e-06
0.0017331635540464064,1.0,1.220681558922372e-06
0.0017331942061793678,1.0,1.2222947393697303e-06
0.0017332248593965548,1.0,1.2228836666254352e-06
0.0017332555136980244,1.0,1.2233781549129124e-06
0.0017332861690838345,1.0,1.2251251490668703e-06
0.0017333168255540424,1.0,1.2254942814234272e-06
0.0017333474831087057,1.0,1.2256045423744222e-06
0.001733378141747882,1.0,1.2259440057567632e-06
0.0017334088014716287,1.0,1.2262252112700143e-06
0.0017334394622800036,1.0,1.2267356570418804e-06
0.001733470124173064,1.0,1.2279144392614548e-06
0.0017335007871508677,1.0,1.228646755656135e-06
0.001733531451213472,1.0,1.228785378970725e-06
0.0017335621163609347,1.0,1.2294524629914063e-06
0.0017335927825933132,1.0,1.2303036634457822e-06
0.0017336234499106653,1.0,1.2311600938927051e-06
0.0017336541183130484,1.0,1.2324492449284393e-06
0.00173368478780052,1.0,1.232465588920043e-06
0.001733715458373138,1.0,1.2339553560572164e-06
0.0017337461300309597,1.0,1.2339973103801185e-06
0.0017337768027740428,1.0,1.2349543870065409e-06
0.0017338381515162237,1.0,1.2351010215634425e-06
0.0017338688275154368,1.0,1.2355622401220766e-06
0.0017338995046001415,1.0,1.2355881328414665e-06
0.0017339301827703959,1.0,1.2364982352793303e-06
0.0017339608620262571,1.0,1.237631228706225e-06
0.0017339915423677831,1.0,1.2403766574543975e-06
0.0017340222237950315,1.0,1.240702152702938e-06
0.0017340529063080599,1.0,1.2408392916824207e-06
0.0017340835899069258,1.0,1.2411414255371215e-06
0.0017341142745916868,1.0,1.2421915801702097e-06
0.001734144960362401,1.0,1.242571154747895e-06
0.0017341756472191254,1.0,1.2431768056877775e-06
0.0017342063351619183,1.0,1.243197302713182e-06
0.0017342370241908369,1.0,1.2442445685001632e-06
0.0017342677143059389,1.0,1.2453307289435947e-06
0.0017342984055072823,1.0,1.2461705101350602e-06
0.0017343290977949245,1.0,1.2462219622129194e-06
0.0017343597911689231,1.0,1.246868993761209e-06
0.001734390485629336,1.0,1.2470610999238854e-06
0.0017344211811762208,1.0,1.2476260562947442e-06
0.001734451877809635,1.0,1.2476492034576913e-06
0.0017344825755296366,1.0,1.2486427462672616e-06
0.001734513274336283,1.0,1.2486873623206732e-06
0.0017345439742296324,1.0,1.2487364815901449e-06
0.0017345746752097419,1.0,1.2488782060699932e-06
0.0017346053772766695,1.0,1.2494443047305143e-06
0.001734636080430473,1.0,1.2517297611498345e-06
0.00173466678467121,1.0,1.252492628507322e-06
0.001734697489998938,1.0,1.2527893418362355e-06
0.001734728196413715,1.0,1.2535457567222175e-06
0.0017347589039155987,1.0,1.2543704286440064e-06
0.0017347896125046469,1.0,1.2547669774470722e-06
0.001734820322180917,1.0,1.2578887203679037e-06
0.001734851032944467,1.0,1.2578995249322045e-06
0.0017348817447953547,1.0,1.2588618278896174e-06
0.0017349124577336378,1.0,1.2593566326988246e-06
0.001734943171759374,1.0,1.2597484997422645e-06
0.001734973886872621,1.0,1.2601474591543865e-06
0.0017350046030734367,1.0,1.2611874725115158e-06
0.0017350353203618787,1.0,1.2611925634602622e-06
0.001735066038738005,1.0,1.2625102690768137e-06
0.0017350967582018732,1.0,1.2628917404014e-06
0.001735127478753541,1.0,1.263189780443518e-06
0.0017351582003930664,1.0,1.2634770209394672e-06
0.001735188923120507,1.0,1.263834312068911e-06
0.0017352196469359207,1.0,1.2649815868760725e-06
0.0017352503718393653,1.0,1.2655243678529495e-06
0.0017352810978308985,1.0,1.2660423783390794e-06
0.0017353118249105782,1.0,1.266158263858318e-06
0.0017353425530784623,1.0,1.2664817878401213e-06
0.0017353732823346083,1.0,1.2666309434167417e-06
0.0017354347441119178,1.0,1.2666638127452244e-06
0.001735465476633197,1.0,1.2676182726702732e-06
0.0017354962102429695,1.0,1.2681219043289338e-06
0.0017355269449412932,1.0,1.269657451156155e-06
0.001735557680728226,1.0,1.270605115227185e-06
0.0017355884176038254,1.0,1.2723391735231133e-06
0.0017356498946212563,1.0,1.2724751725163376e-06
0.0017356806347632037,1.0,1.2746030931857648e-06
0.001735711375994049,1.0,1.274880249947102e-06
0.0017357421183138504,1.0,1.275005215113141e-06
0.001735772861722666,1.0,1.2750735751674153e-06
0.0017358036062205533,1.0,1.2755182150002005e-06
0.0017358343518075704,1.0,1.2766755623373115e-06
0.001735865098483775,1.0,1.276911443066578e-06
0.001735895846249225,1.0,1.2771497507883402e-06
0.0017359265951039785,1.0,1.2783830824447617e-06
0.0017359573450480932,1.0,1.2784592752510973e-06
0.001735988096081627,1.0,1.2787196551786579e-06
0.0017360188482046376,1.0,1.2791016082546317e-06
0.0017360496014171833,1.0,1.2791151652606937e-06
0.001736080355719322,1.0,1.2797536308859075e-06
0.001736141867592609,1.0,1.2798023935202456e-06
0.0017361726251638734,1.0,1.2800832724594602e-06
0.0017362033838249624,1.0,1.2805218751073965e-06
0.0017362341435759336,1.0,1.2809509475252643e-06
0.0017362649044168454,1.0,1.2811099055276362e-06
0.0017362956663477553,1.0,1.2811466550529314e-06
0.0017363571934798016,1.0,1.2826075040563543e-06
0.0017363879586810539,1.0,1.282750781922182e-06
0.0017364187249725362,1.0,1.2840770404973316e-06
0.0017364494923543066,1.0,1.2840771462927554e-06
0.0017364802608264228,1.0,1.2847383400996277e-06
0.001736511030388943,1.0,1.286042193191198e-06
0.0017365418010419251,1.0,1.2862990359436481e-06
0.001736572572785427,1.0,1.2877831781556562e-06
0.0017366033456195067,1.0,1.2878898481369724e-06
0.001736634119544222,1.0,1.2880069893588225e-06
0.0017366648945596314,1.0,1.2884455435852171e-06
0.0017366956706657923,1.0,1.2888985040111507e-06
0.0017367264478627632,1.0,1.2893173658511754e-06
0.0017367572261506017,1.0,1.2899437921036164e-06
0.001736788005529366,1.0,1.2901674131249645e-06
0.0017368187859991139,1.0,1.2906386147813592e-06
0.0017368495675599035,1.0,1.2937444538268636e-06
0.001736880350211793,1.0,1.2946436697673045e-06
0.0017369111339548403,1.0,1.2957353896713978e-06
0.0017369419187891033,1.0,1.2961588169480267e-06
0.0017369727047146402,1.0,1.2972010242170233e-06
0.0017370034917315088,1.0,1.2972230327935447e-06
0.0017371882367539398,1.0,1.2972888151314115e-06
0.0017372190314117564,1.0,1.2986260791096446e-06
0.0017372498271613693,1.0,1.2986514002615822e-06
0.0017372806240028363,1.0,1.2988582571854638e-06
0.0017373114219362158,1.0,1.2995344202056832e-06
0.0017373422209615657,1.0,1.3004660852335094e-06
0.001737373021078944,1.0,1.300647664223051e-06
0.001737403822288409,1.0,1.3009539030707367e-06
0.0017374346245900185,1.0,1.3016769376101274e-06
0.001737465427983831,1.0,1.3022391585718095e-06
0.001737496232469904,1.0,1.302682261855708e-06
0.001737527038048296,1.0,1.3029548484092437e-06
0.0017375578447190653,1.0,1.3039539646448187e-06
0.0017375886524822696,1.0,1.3054337781679693e-06
0.0017376194613379669,1.0,1.3061231862344864e-06
0.0017376502712862158,1.0,1.3065744595147977e-06
0.0017376810823270742,1.0,1.3066266376154485e-06
0.0017377118944606,1.0,1.3070443613253456e-06
0.0017377427076868516,1.0,1.3073520209190176e-06
0.001737773522005887,1.0,1.3084301859135006e-06
0.0017378043374177646,1.0,1.3087828544798363e-06
0.001737835153922542,1.0,1.3093003203684242e-06
0.001737865971520278,1.0,1.3103552407387864e-06
0.0017378967902110303,1.0,1.310421435469375e-06
0.0017379276099948571,1.0,1.3115511564398044e-06
0.0017379584308718167,1.0,1.3117337719004984e-06
0.001737989252841967,1.0,1.3138798701490698e-06
0.0017380200759053667,1.0,1.3146892661851243e-06
0.0017380509000620731,1.0,1.314698037571449e-06
0.0017380817253121452,1.0,1.3157479315422352e-06
0.0017381125516556409,1.0,1.316186335706626e-06
0.0017381433790926181,1.0,1.3166111103227923e-06
0.0017381742076231354,1.0,1.3167733237147473e-06
0.001738205037247251,1.0,1.3177238713350746e-06
0.0017382358679650224,1.0,1.3178974069366673e-06
0.0017382666997765085,1.0,1.3181375570225689e-06
0.0017382975326817674,1.0,1.3189154346805019e-06
0.001738328366680857,1.0,1.319753585202225e-06
0.001738359201773836,1.0,1.321213560683922e-06
0.001738390037960762,1.0,1.3214267882456715e-06
0.0017384208752416936,1.0,1.3216606440402467e-06
0.0017384517136166892,1.0,1.3225425528165953e-06
